,../datasets/candombe/csic.1995_ansina2_02,../datasets/candombe/proyecto.1992_pelado_01,../datasets/candombe/zavala.muniz.2014_49,../datasets/candombe/zavala.muniz.2014_48,../datasets/candombe/csic.1995_cuareim_03,../datasets/candombe/zavala.muniz.2014_53,../datasets/candombe/csic.1995_ansina1_04,../datasets/candombe/csic.1995_ansina1_01,../datasets/candombe/zavala.muniz.2014_44,../datasets/candombe/csic.1995_ansina1_03,../datasets/candombe/csic.1995_cuareim_02,../datasets/candombe/zavala.muniz.2014_50,../datasets/candombe/csic.1995_ansina2_03,../datasets/candombe/zavala.muniz.2014_46,../datasets/candombe/csic.1995_ansina1_05,../datasets/candombe/proyecto.1992_gimenez_06,../datasets/candombe/proyecto.1992_lobo_01,../datasets/candombe/csic.1995_cuareim_05,../datasets/candombe/proyecto.1992_gimenez_02,../datasets/candombe/zavala.muniz.2014_51,../datasets/candombe/proyecto.1992_pelado_05,../datasets/candombe/csic.1995_cuareim_04,../datasets/candombe/csic.1995_ansina2_01,../datasets/candombe/proyecto.1992_lobo_06,../datasets/candombe/csic.1995_ansina2_04,../datasets/candombe/zavala.muniz.2014_55,../datasets/candombe/zavala.muniz.2014_41,../datasets/candombe/zavala.muniz.2014_54,../datasets/candombe/zavala.muniz.2014_47,../datasets/candombe/zavala.muniz.2014_42,../datasets/candombe/csic.1995_ansina1_02,../datasets/candombe/zavala.muniz.2014_45,../datasets/candombe/csic.1995_cuareim_01,../datasets/candombe/zavala.muniz.2014_52,../datasets/candombe/proyecto.1992_magarinos_02
ground_truth_beats,"[  0.50793651   0.97901537   1.44977358   1.91909171   2.38585034
   2.8490788    3.30840146   3.76359141   4.21442177   4.66104129
   5.10510132   5.54862882   5.99365079   6.44160863   6.89160144
   7.34214273   7.79174603   8.23928154   8.6850462    9.12969366
   9.57387755  10.01824935  10.46345185  10.91012571  11.35891156
  11.81005668  12.26223483  12.7137264   13.16281179  13.608372
  14.05169045  14.49465121  14.93913832  15.38656871  15.83649088
  16.2879862   16.74013605  17.19215587  17.64379727  18.09494594
  18.54548753  18.99542005  19.44519077  19.89535931  20.34648526
  20.79897573  21.25262785  21.70708622  22.16199546  22.61699901
  23.07173548  23.52584231  23.97895692  24.43089671  24.88219894
  25.33358084  25.78575964  26.23921008  26.69343702  27.14770281
  27.60126984  28.05360084  28.50496002  28.95581199  29.40662131
  29.85770176  30.3087637   30.7593667   31.20907029  31.65763295
  32.10560875  32.5537507   33.00281179  33.45342178  33.90571741
  34.35971215  34.8154195   35.2726255   35.73020644  36.18681113
  36.64108844  37.09228936  37.54207363  37.99270318  38.44643991
  38.90456628  39.36444688  39.82246686  40.27501134  40.71969496
  41.1590504   41.59683982  42.0368254   42.48180125  42.93068937
  43.38144368  43.83201814  44.2807871   44.72780663  45.17355323
  45.6185034   46.06314559  46.50801608  46.95366311  47.40063492
  47.84913834  48.29801454  48.74576329  49.19088435  49.63249705
  50.07219898  50.51220732  50.95473923  51.4013617   51.851041
  52.30209322  52.75283447  53.20185279  53.6488241   54.09369629
  54.53641723  54.97716819  55.41706396  55.85745268  56.29968254
  56.74471253  57.19194501  57.6403932   58.08907029  58.53717897
  58.9846798   59.43172281  59.87845805  60.32505231  60.77173942
